content,score,sentiment
udah masuk aplikasi ssh bgt verifikasi email,2,Negative
kerumit registrasi sih klo wndr cm bwt 1 hp perlu 2 ato lbh hp utk lancar ngasi data,3,Negative
tidak tari mobile tunai lebih baik aplikasi mobile banking belum lebih lengkap fiturnya,1,neutral
oke akhir udah registrasi akun lancar kali pada scan wajah ditambahin perlu kamera pakai mode fokus pakai efek apa bagai orang lain bisa tau semua perlu laku registrasi wajah,5,Negative
cara tarik tunai sudah,4,Positive
tidak lengkap fiturnya,1,neutral
sudah bagus lebih simple tapi sering bug aplikasi buka selalu tdk buka kalau pake wifi di daerah2 tentu misal bisa buka sama sekali pas mau bayar2 belanja ahhhh nyusahin bisa andal beda bni mobile signal jelek masih bisa buka syukur ta uninstall bni mobileku baik donk,3,Negative
cepat responya,5,neutral
masih sempurna limit transaksi sesuai apa yg sampai aplikasi baik limit transfek sama bank pun bank buat atur tetap bisa di guna,3,Negative
tidak fitur cardless setor tarik tunai tambahin fitur e-statement,3,Positive
aplikasi sangat ringan enak guna,5,neutral
bagi sulit daftar pada verifikasi wajah gagal terus entah salah mana ketika hasil malah suruh pasti data masuk data baru memang data tidak up to date kah atau basis data bni salah sudah suruh tunggu 1x24 jam kalo salah dan terus hari ikut lagi aplikasi payah jelek kalau tidak sedang butuh saya uninstall aplikasi ini,1,Negative
daftar susah kuno no hp daftar zaman sekarang daftar mobile banking harus datang kantor cabang sedang bank2 dan ewallet tidur kamar bisa daftar,1,Negative
apalikasi apa an udh 10kli gua nyoba gagal trus kata minimal usia 17 thn trus buat apa gua poto ktp klo lu gk tau umur gue aplikasi apa dungu iyah,1,Negative
lebih warna bosan tampil yg lama overall mantapp,5,neutral
untuk transaksi investasi sayang diakomodir sini beda mobile banking belum kalau benar semua pindah kesini bukti dna riwayat investasi laku mobile banking hilang juga rating akan sesuai tanggap,1,Negative
keren lebih mudah,5,Positive
cuma mau tanya enga fitur tarik tunai setor tunai nya tanpa kartu,5,Positive
cara aktif wondr lebih mudah 6 langkah lebih inci dana masuk keluar moga fitur tambah lagi,5,Positive
apk bagus mudah,5,neutral
saya transfer uang kenapa bisa terus ya sudah 3 hari terus pasti muncul notifikasi kendala sistem,1,Negative
kok udah ngisi wondr nya gaada di wondr nya padahal udah ngisi 40 000 temen bisa transaksi padahal ngisi nya 20 000 doang kenapa y,3,Negative
saya pikir mudah buka rekening online bisa milik beberapa rekening seaukq hati eh nyata d telpn ddidatangi tugas rumah,3,neutral
tolong atur bacground apk wondr ad pilih warna hitam abu abu kalo putih silau banget,4,neutral
saya bisa masuk wondr bni padahal data saya masuk benar selalu gagal,1,Negative
lebih mudah mantap,5,Positive
udh masukin no yg daftar malah kena batas mana input data nya hari itu lama apk aja jam depan udh input data lgi,1,Negative
aplikasi sial mau benerin bni mobile banking disaranin pakai ini udh ga tarik tunai kartu baik terus jaring bagus2 aja muter2 terus hantu,1,Positive
proses verif wajah susah,1,Negative
hendak login lama sekali kenapa,1,neutral
easy to use but minimal kasih fitur tarik tunai kartu lah ya smoga depan,5,Positive
payah sangat sulit verifikasi wajah kenapa harus sulit padahal ikut pandu dan lihat youtube tetap gagal teruss kita mau pakai aplikasi sulit seperti yang beri layan pihak bni why harus sulit verifikasi,1,Negative
mau login ulang menginstal ulang aplikasi nya sangat repot karna foto wajah foto ktp,1,Positive
sama aja aplikasi yg lama malah tambah parah tiap kali transaksi selalu banyak ganggu,1,neutral
simple n mudah,5,neutral
mau top up malah gk masuk dana nol rugi top up,1,Positive
ini knp kok tdk veeifikasi email kemaren salah ketik 2 kali suruh nunggu bsk udh bsk tdk bs gmn,1,Negative
veryfikasi wajah gagal terus pdahal tempat terang ikut arah,1,Negative
verifikasi wajah terlalu cepat intruksinya jadi selalu gagal tolong program ai verifikasi wajah lebih tingkat lebih mudah lalu verifikasi,3,neutral
kenapa sering kluar2 sndri dari apk nya,3,Positive
alhamdulillah bisa aplikasi thanks bni min transaksi kartu tak ya arti lebih lengkap bni mobile,5,Positive
gak pernah login alas lambat la kata tunggu besok besok besok kesal,1,neutral
baik,5,neutral
sulit verifikasi wajah gagal terus,1,Negative
aplikasi banking baik,5,Positive
coba dulu,5,neutral
min saya punya bni tiba tiba muda langsung jadi bni taplus utama minamal saldo lumayan juga 150 ribu min top 1 nasional bank mandiri min,1,Negative
masih kurang komplit gk kayak mbangking yg lama,5,Negative
transaksi kbh gampang,5,neutral
lebih suka bni mobile menu lebih simpel yg sih terlalu ribet sulit pakai buat yg gaptek tambah pusing warna warni tampil,1,Positive
aplikasi nya bagus tambah dong menu tarik setor tunai tanpa kartu tanpa harus minta otp lwt sms seperti aplikasi dahulu,5,neutral
piye iki kok susah banget verifikasi wajah,1,Negative
pada menu bayar beli dapat vavorit cek resi ulang bagi resi ulang bisa harap depan salengkap sperti mbanking,3,Negative
lebih mudah praktis,5,Positive
sangat informatif,5,neutral
tarik full colour tampil smoga lbih mudah dlm transaksidan smoga aman utk nasabah,5,neutral
aplikasi tampil tarik d pakai ringan kurang gak menu rekening pinjam bni mobile terus kalau saldo d debit cicil d mutasi ada terang potong apa saldo d maksimal lagi,4,Negative
aplikasi jelek isi saldo sampai sekarang saldo blm masuk,1,Negative
transaksi sekarang lebih mudah lebih simpel,5,Positive
aplikasi paling buruk masa ku resert hp ku instal ulang wondr tetap masuk no tidak login posword padahal no awal daftar masuk buruk aplikasi tetap suruh daftar dn pakai ktp,1,Negative
lancar cepat,5,neutral
aplikasi kocak verivikasi wajah ga terus,1,Negative
mantap,5,neutral
aplikasi lumayan tapi lebih keren yg lama langsung tau appikasi bank bni kalau apk kirain bukan apk bni apaaan wondr emang udah jadi bank wondr aku kasi bintang 5 tunggu ubah yg lebih baik,3,Negative
bni wondr banget eaaaa,5,neutral
buat yg mau pake jangan uninstal m bankong dulu bbrp fitur sedia mobil tunai,3,Positive
dari dulu bni gatau susah banget deteksi qris gasensitif mbanking bank,1,Negative
mantap,5,neutral
bangus aplikasi,5,neutral
mantap bangat,5,neutral
baagus sih milenial banget saya ga transfer antar bni mohon segwra baik,3,Negative
bagus,5,neutral
saya baru guna aplikasi ini turut masih banyak kurang tidak tarik tunai non kartu notifikasi transaksi uang keluar n masuk jarang muncul atur paling kecil 500ribu notifnya tpi jarang muncul jga klw transaksi beda sama brimo ada transaksi selalu muncul notifikasi walaupun transaksi 10 000 rupiah kalau yg mobile banking bni tidak tau karna kemarin langsung buat wondr sama cs bank bni nya,2,Positive
udah 2x coba nunggu 1x24 jam verifikasi wajah gagal berulangkali,1,Negative
mantap,5,neutral
lebih mudah efisien,5,Positive
sangat bantu transaksi,5,Positive
transaksi apa aja monitor uang jadi lebih mudah terima kasih wondr by bni,5,neutral
tampil keren mudah guna tapi sayang fiturnya kurang lengkap tidak lengkap bni mobile,3,Negative
amazing and wonderful,5,neutral
aplikasi lot malah ngerepotin fitur gak lengkap dibenerin dulu deh banyak kurang,1,neutral
sangat bantu transaksi,5,Positive
aplikasi sangat bantu,5,neutral
tidak menu lihat saldo pinjam bni flexi di bni mobile mudah untuk penting lapor lhkpn di wondr ada perlu effort untuk minta lapor bank transaksi autodebet bayar cicil kredit flexy tidak muncul mutasi rekening ya selain untuk rekening tabung tidak muncul padahal bni mobile banking ada,3,Negative
perifikasi muk selalu gagal padahal sdh ngikutin tunjuk coba baik lg jangan bikin ribed,3,Negative
mantap,5,neutral
wondr by bni,5,neutral
aplikasi yg sangat mudah transaksi uang,5,Positive
transaksi lebih mudah lebih cepat tampil lebih keren,5,Positive
aplikasi wondr baik,5,Positive
wonder,5,neutral
baik,5,neutral
wow wonder banget,5,neutral
ok,5,neutral
bni wondr bangetz,5,neutral
aplikasi paling keren paling eye cathinggg,5,neutral
mudah pantau uang wondr fullllll,5,neutral
wonder jadiin mau cakep,5,neutral
transaksi cepat skali mantap,5,neutral
aplikasi cepat sekali,5,neutral
wondr banget baik,5,neutral
lebih mudah praktis pas transaksi bayar guna qr code sih ada lebih lihat pasu keluar astaga biar gak borosss,5,Positive
baik sangat simple mudah akses,5,Positive
tolong riwayat transaksi screenshoot dong kalau aplikasi bni mobile bisa di sini malah izin kan jadi susah mau buat lapor gaji masuk,5,Negative
aplikasi baru bni kereeenn banget,5,neutral
bagus bgt simpel,5,Positive
baik,5,neutral
verifikasi wajah susah sekali jadi bisa,1,Negative
sukaaa bgt aplikasi yg sangat baguss,5,Negative
mudah paham wondr terima kasih,5,neutral
2 kali coba gagal ke cabang padahal atm buku ktp oke mbanking,2,Negative
bagus,5,neutral
jago memang noh warut,5,neutral
mantap,5,neutral
apk sangat jelek lelet rumit bukan lebih muda malah lebih rumit sangat jelek,1,Negative
makin maju notifnyaaa jadi tau uang keluar masuk,5,Negative
verifikasi wajah susah lebih mudah bni mobile,1,neutral
transfer gagal terus gimana sih blokir aja lah daftar aku,1,Positive
lebih nyaman lebih warna lebih mudah transaksi fitur lebih lengkap top banget,5,Positive
jelek sekali baru sekali transaksi malah bilang sudah lebih limit transaksi padahal limit masih ada 299juta lagi apa bni jgn sampe org pada pindah bank lain,1,neutral
ini bisa screenshot transaksi dan history saya,4,Negative
mohon ikan saldo awal saldo akhir bni lama jujur kurang nyaman sama wonder,1,Positive
keren,5,neutral
bagus,5,neutral
top,5,neutral
sanggat baik bantu,5,neutral
semenjak bni banking sangat bantu utk transfer beli token pln lain2 nya,5,Negative
bni wonder,5,neutral
lelet bagus mobile banking,4,neutral
gabisa bayar didik fiturnya kurang tapi interface lancar udh bagus banget,3,Positive
lebih simple kikinian,5,Positive
okok,5,neutral
good,5,neutral
bikin ribet aja aplikasi baru udah bener2 aplikasi lama malah ganti,2,Negative
lebih mudah cara pakai,5,neutral
aplikasi lebih sat set tampil simple tarik fitur nya lengkap,5,Positive
kenapa kok g login padahal udah daftar,3,Positive
baik aplikasi,5,neutral
e wallet link doang y,1,neutral
coba kirim kok gagal terus tlng baik pengaturanya,3,neutral
fitur yg sangat bagus pada qris mutasi rek sisa kalah app yg lama sayang kalau bni pilih app yg untuk depan belum tarik tunai enak rival moga segera diimprove terima kasih,2,Negative
keren aplikasi,5,neutral
untuk menu tarik tunai srtor tunai ada,5,Positive
oke banget wondr,5,Positive
keren,5,neutral
mantap,5,neutral
ok,5,neutral
stiap kali scan ktp nali trus malas lah sama apk,1,neutral
mantap,5,neutral
vermuknya susah banget tolong baik,4,Negative
ok banget,5,Positive
aplikasi yg sangat bantu transaksi,5,Positive
pada sampai verifikasi wajah lalau gagal terus 2 hari coba padahal semua sesuai tentu tatacara ambil verifikasi muka ga jelas aplikasi ini saya coba satu kali kalau gagal bakal uninstal aplikasi mutu,1,Negative
bagus bangett keren,5,neutral
top,5,neutral
tampil good,5,Positive
familiar masih lebih enak bni mobile,4,Positive
sangat kereen,5,neutral
top,5,neutral
aplikasi tolol siap pakai udah rilis aja bayar qris status gagal saldo potong ga balik saldo terus gabisa download bukti transfer lalu ga di ss juga fixing dong tim it kerja jgn gimik terus hahaaa,2,Negative
terlalu banyak iklan,1,neutral
aplikasi apa sulit untuk nali wajah masih enak e banking yg lama,1,Negative
mantap,5,neutral
butuh kembang lengkap fiturnya tapi lebih suka transaksi wondr skrg dr di mbank nya milenial sih tunggu promo tarik jangan kalah dg apk perban belah yg sama label bumn,5,neutral
cepat simpel like it bni,5,neutral
bagus bgt ni kerren mbanking bni baru tampil baru ceria super fun bikin semangat ikut jaman now smoga lancar truss aplikasi jaya selalu bank,5,neutral
lebih bagus warna dasar orange mungkin lebih tarik saya tidak bosan,5,Negative
moga depan e-statement seperti aplikasi belum bni mobile,4,Negative
ini aplikasi susah sih verifikasi wajah utama saat kedip mata tambah waktu singkat banget niat apa enggak sih bikin aplikasi,1,Negative
untuk tampil bagus kenapa minta beberapa kali verifikasi apes nya verifikasi mau scan sedang antri mohon perhati proses verifikasi nya,2,Negative
fiturnya kurang lengkap ada kala mau transfer selalu transparan asil jadi kecewa,3,neutral
poto wajah ulang ulang tetap dg balas coba lagi,1,Positive
terlalu ribet selalu gagal verivikasi wajah kata gampang nyata susah bangett,1,Negative
lebih simple cepat aman guna best wondr bni,5,Positive
ok aplikasi,5,neutral
aplikasi sangat bagus tapi sering error baik bagaimana cara ganti password min,5,neutral
masih coba aplikasi moga lebih mudah dr yg srbelumnya aamiinn,5,Positive
bagus,5,neutral
kedip mata mu udh 20x coba gk hasil apa aplikasi gk coba dulu baru tampil publik,2,Negative
mantab,5,neutral
dear bni rincian saldo akhir mohon jangan hilang thanks,5,Negative
bagus appnya,5,neutral
lebih tarik tampil nya lebih mudah,5,Positive
mantap,5,neutral
bisa transfer sama wondr via scan qr untuk segera baik bni,4,Positive
sangat bantu transaksi,5,Positive
tampil aplikasi cukup bagus mudah cuma gabisa screenshot simpan buat bukti transaksi mungkin timbang,4,Negative
aplikasi transaksi uang kini and the best,5,Positive
wondr sangat mudah guna,5,neutral
ini rek bank bni rek ewallet bni,3,Negative
bagus,5,neutral
guna aplikasi wonder by bni lebih cepat transaksi uang,5,Positive
ok,5,neutral
top,5,Positive
wondr sangat mudah guna,5,neutral
yuks ikut promo nya bnyak,4,neutral
wondr keren banget,5,Positive
udah bagus transaksi qris udah enak make pin gak kayak bni mobile password tinggal keluarin fitur tap to pay biar makin seamless buat bayar,5,Positive
apk wondr lebih gampang mudah,5,Positive
tampil nya bagus sangat gen z,5,neutral
aplikasi nya oke,5,neutral
bagusss sih kurang status transaksi uang masuk gak ada yg cuma bukti transaksi uang keluar,4,Negative
susah nya,5,neutral
top,5,neutral
aplikasi keren sangat bantu,5,neutral
baikk,5,neutral
lah pas regis ambil foto pribadi beri voice g kasi apa mata nya minus mana liat tulis lihat dekat ulang dari awal eror,2,Negative
aplikasi yg sangat bantu dlm transaksi,5,neutral
tampil lebih tarik,5,Positive
udah 2 hari berturut2 vermuk rek istri saya di tolak terus jadi ribet banget mau pakai mbanking di suruh pake aplikasi ini sama pegawai bni tapi malah ribet 2 hari mau transaksi jadi susah lama2 saya buka rek ajah di bank lain yang gak seribet ini,1,neutral
mbanking bni gak buka di baik,5,neutral
fitur lebih tarik ini mudah daftar saya kasih bintang 5,5,Positive
kak lapor transaksi aplikasi wondr muncul telat mohon dibperbaiki,3,Negative
jika punya kartu kredit saja bisa guna aplikasi ini,5,neutral
klo guna bni mobile mutasi ke wondr bni ini buka rekening baru,3,Positive
keren,5,neutral
ok,5,neutral
saat pertama buka aplikasi loadingnya sangat lama,3,Negative
aplikasi bagus simple gampang daftar tdk perlu aktivasi cs lagi moga sukses sll,5,Positive
aplikasi bagus,5,neutral
busuk bnget gbisa ngapa in,2,neutral
good vibes,5,neutral
ok,5,neutral
sangat bagus,5,neutral
jelek aplikasi nya dah foto 2x tulis kendala sistem foto gk coba besok begituh terus,1,Negative
aplikasi baru dari bank bni coba aja dulu gpp lah biarin moga tambah sukses lancar barokah,5,Negative
ok,5,neutral
app baru,5,neutral
keren tampil,5,neutral
keren,5,neutral
riwayat transaksi uang masuk keluar gak di screenshot,4,Negative
ktp susah baca baru mau daftar aja ribet banget bisa kata yg baca bukan ktp kan konyol wkwkwk,3,Negative
bagus mudah,5,neutral
sanget puas,5,Positive
hmmm mobile tuan ada nihhhh,4,neutral
udh buka tabung taplus muda kantor cab aktifin kartu malah di ganti tabung taplus sangat kecewa,1,neutral
tolong d tingkat layan mau transaksi petang hari aja ganggu,3,Positive
uda download ga daftar krn foto ga kedetect terus kesel lama2 ku hapus aja aplikasi ga guna,1,Positive
saran sja mudah2n tema gelap,5,Negative
tampil aplikasi tarik full colour fitur nya kurang komplit banding aplikasi bni belum kalah harap fitur e -statement nyata ada moga tambah fitur nya desain udah keren bangets y gaul abiz,5,Negative
klw lebih bagus yang belum akan kasih ful bintang,4,Negative
sangat bagus simple,5,Positive
baru transfer sama bni 3 5 jt kena limit transaksi bisa laku transaksi lanjut dulu bni mobile pernah 150jt bisa transaksi lain,2,neutral
